"program";"beneficient";"project_value";"cofinancing_value";"category";"many_administrative_units";"thumbnailImageUrl";"thumbnailImageUrl_wojewodztwo";"url";"outside_id";"powiat";"thumbnailImageUrl_program";"dzialanie";"fundusz";"perspektywa";"opisProjektu"
"Budowa Biblioteki Gminnej z czytelnią w Osiecznicy";"OSIECZNICA";"692126.8";"436683.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554333/";"554333";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Kształtowanie przestrzeni publicznej centrum Węglińca z modernizacją budynku biblioteki publicznej.";"Gmina Węgliniec";"887769.15";"412025.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/573951/";"573951";"zgorzelecki";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Budowa świetlicy wiejskiej w Ciechanowicach";"MARCISZÓW";"656199.46";"409012.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554282/";"554282";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Budowa ciągu pieszo – rowerowego na odcinku Dobra – Dobrzeń przy zbiorniku wodnym w Dobrzeniu";"DOBROSZYCE";"622351.27";"408098.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554319/";"554319";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Przebudowa świetlicy na Wiejski Dom Kultury oraz budowa chodnika w drodze 1244D w Mierzowicach";"PROCHOWICE";"886346.98";"388245.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554332/";"554332";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Dobudowa świetlicy i budowa infrastruktury dla rozwoju gospodarstw agroturystycznych w Biegoszowie";"Gmina ŚWIERZAWA";"778535.89";"382791.14";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/573950/";"573950";"złotoryjski";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Rozbudowa świetlicy oraz modernizacja boiska i budowa placu zabaw w Pierstnicy";"KROŚNICE";"586956.0";"379761.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554312/";"554312";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Rekonstrukcja dachu wieży, nawy i kaplicy kościoła z zagospodarowaniem terenu we wsi Podgórki";"ŚWIERZAWA";"572771.67";"377296.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554301/";"554301";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Adaptacja z rozbudową budynku kotłowni na świetlicę wiejską w Ernestynowie dz 256/7 obr Gierałtowiec";"Gmina Złotoryja";"643069.32";"371894.95";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/573953/";"573953";"złotoryjski";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Odnowa wsi Jemielno";"JEMIELNO";"726537.47";"371315.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554288/";"554288";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Budowa obiektu użyteczności publicznej we wsi Golnice, tj. Domu Ludowego- Wiejskiej Sali Zebrań";"BOLESŁAWIEC";"553134.44";"362797.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554334/";"554334";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Budowa świetlicy wiejskiej we wsi Jaksonów";"ŻÓRAWINA";"1187595.44";"355176.28";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554339/";"554339";"wrocławski";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Wszystkie nasze wiejskie sprawy – wieś Włodowice";"NOWA RUDA";"671298.5";"349831.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554280/";"554280";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Modernizacja boiska sportowego w Podgórzynie";"PODGÓRZYN";"986590.07";"333079.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554284/";"554284";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Modernizacja obiektów kulturalno- rekreacyjnych w Cieszkowie";"CIESZKÓW";"527942.92";"324745.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554287/";"554287";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Adaptacja byłej SUW na świetlicę wiejską i remizę oraz zagospodarowanie placu zabaw.";"JELCZ LASKOWICE";"550479.29";"322588.93";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554328/";"554328";"oławski";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Budowa zaplecza turystyczno-sportowego i ścieżki rowerowej w Kunicach";"KUNICE";"491308.64";"322169.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554335/";"554335";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Modernizacja kompleksu świetlicowo-rekreacyjnego we wsi Gądkowice";"MILICZ";"647474.61";"317733.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554316/";"554316";"milicki";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Odnowa wsi Pszenno";"Gmina Świdnica";"495684.06";"316769.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/573954/";"573954";"świdnicki (dolnośląskie)";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Adaptacja z rozbudową istniejącego budynku na świetlicę wiejską w Prusicach na dz nr 320";"ZŁOTORYJA";"463731.16";"304472.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554324/";"554324";"złotoryjski";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Odnowa środowiska kulturowego - Remont i modernizacja świetlicy wiejskiej i urządzenie placu zabaw";"ŻUKOWICE";"457301.87";"300085.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554329/";"554329";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Termomodernizacja połączona z remontem Gminnego Ośrodka Upowszechniania Kultury w Wińsku";"WIŃSKO";"454351.65";"291377.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554306/";"554306";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Zagospodarowanie centrum wsi oraz remont połączony z modernizacją budynku świetlicy w Piotrowicach";"Gmina Męcinka";"366160.0";"290589.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/573816/";"573816";"jaworski";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Uporządkowanie przestrzeni publicznej i modernizacja bazy wypoczynkowo-sportowej w Bukowicach";"Gmina Krośnice";"401530.0";"289735.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/573794/";"573794";"milicki";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Adaptacja budynku na świetlicę i modernizacja miejsc postojowych oraz chodnika w Męcince";"MĘCINKA";"577338.03";"279871.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554321/";"554321";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Budowa świetlicy wiejskiej w Wieściszowicach";"MARCISZÓW";"465001.73";"274127.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554341/";"554341";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Budowa boiska wielofunkcyjnego przy Zespole Szkół w Marcinowicach";"MARCINOWICE";"410462.57";"269296.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554285/";"554285";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Zagospodarowanie terenu oraz budowa parkingu i modernizacja ciągów pieszo-jezdnych";"ŻMIGRÓD";"410053.44";"268887.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554343/";"554343";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Urządzenie i wyposażenie miejsca wypoczynku (obiektu rekreacyjnego) we wsi Stradomia Wierzchnia";"SYCÓW";"364754.69";"263592.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554315/";"554315";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Budowa boisk sportowych w Szczawinie";"STRZELIN";"395427.78";"260017.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554331/";"554331";"strzeliński";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Dokończenie budowy budynku wielofunkcyjnego w Strzyżowcu";"WLEŃ";"435540.0";"258801.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554283/";"554283";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Modernizacja i remont budynku Gminnego Ośrodka Kultury i Sportu w Siedliskach";"MIŁKOWICE";"383131.81";"253620.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554317/";"554317";"legnicki";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Remont połączony z modernizacją budynku świetlicy wiejskiej w Snowidzy";"MŚCIWOJÓW";"378307.0";"248699.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554337/";"554337";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Rewitalizacja zdegradowanych terenów parkowych przy założeniach pałacowo – parkowych w Zarębie przy ul. Parkowej";"Gmina Siekierczyn";"342778.45";"238386.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/573833/";"573833";"lubański";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Przebudowa budynku na remizę ochotniczej straży pożarnej w Złotnikach Lubańskich";"LEŚNA";"389863.59";"231106.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554291/";"554291";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
"Budowa świetlicy wiejskiej z zagospodarowaniem przyległego terenu w m.Sanie";"ŻMIGRÓD";"349939.67";"229468.0";"kultura i sztuka, rewitalizacja";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/554289/";"554289";"";"Restrukturyzacja i modernizacja sektora żywnościowego oraz rozwój obszarów wiejskich";"2.3. Odnowa wsi oraz zachowanie i ochrona dziedzictwa kulturowego";"Europejski Fundusz Orientacji i Gwarancji Rolnej";"2004 - 2006";""
